Cause,Count,Percentage,Cumulative_Percentage
Unknown - No weather. Notified DCC and OMPA.,2,0.02,51.860000000000426
"Weather, excluding lightning - Storm moving through area.  PSO Weleetka 61A already open for maintenance at time of fault.   Found tree on line near PSO Wetumka Tap.",2,0.02,51.88000000000043
"Lightning - Severe Weather in the area, Notified DCC.",2,0.02,51.90000000000043
Fire - large grass fire under transmission line. centennial 107 already open,2,0.02,51.920000000000435
Unknown - storms in the area,2,0.02,51.94000000000044
Lightning - Muskogee 110 did not operate. Fault went into 161KV bus and tripped Muskogee 101,2,0.02,51.96000000000044
"Weather, excluding lightning - Relayed to lockout",2,0.02,51.980000000000445
Other - Northwest to Tatonga tripped causing SPS to trip which caused this line to trip.,2,0.02,52.00000000000045
Failed AC Circuit Equipment - Lake Konawa Switch 133 is burnt and a good portion of it melted and the bus work has melted and is now on the ground,2,0.02,52.02000000000045
"Unknown - Storms in the area, Cromwell Tap 31 was open at the time.",2,0.02,52.040000000000454
"Failed Protection System Equipment - COMs were down when the line actually tripped. According to SWEP, they saw our Branch PCBs 185 and 182 trip and reclose at 0733. Their North Mag breaker did not operate.",2,0.02,52.06000000000046
"Weather, excluding lightning - Winter storm in area.  No DTF at either sub.",2,0.02,52.08000000000046
Unknown - Clear weather trip.,2,0.02,52.10000000000046
"Weather, excluding lightning - Shawn Jacobs reports that there is a failed carrier on the Cimarron/Jensen Road 138KV line. El Reno Breakers did not trip. This trip was simultaneous with Jensen Rd PCB 110 that looks towards WFEC El Reno.",2,0.02,52.120000000000466
Lightning - Severe weather in the area. DCC Notified.,2,0.02,52.14000000000047
"Weather, excluding lightning - Snow in the area",2,0.02,52.16000000000047
Lightning - Storm in the area.,2,0.02,52.180000000000476
Unknown - Severe weather in the area at the time of the trip and reclose.,2,0.02,52.20000000000048
"Failed Protection System Equipment - This was a Mis op for a fault on the Cedar to Paoli line section, Wilkinson did not operate",2,0.02,52.22000000000048
"Unknown - no DTF. Mike Hames says they cut back a tree that was in close proximity, he's not sure if this was the issue or not.",2,0.02,52.240000000000485
"Weather, excluding lightning - PSO Wetumka closed back.",2,0.02,52.26000000000049
Failed AC Circuit Equipment - Winter weather in the area but no Lightning,2,0.02,52.28000000000049
Unknown - broken crossarm,2,0.02,52.300000000000495
Other - Market Ops reported that Redbud Plant main gas valve tripped units offline. ETR unknown.,2,0.02,52.3200000000005
Unknown - Winter Weather storm in the area.,2,0.02,52.3400000000005
"Lightning - Severe weather in the area. Notified DCC, PSO & OMPA.",2,0.02,52.360000000000504
Unknown - Misoperation on the Hollywood line with PCB 184 and 185,2,0.02,52.38000000000051
Unknown - Inclement weather in Area,2,0.02,52.40000000000051
"Weather, excluding lightning - Rain in area, Chandler 14 already open, waiting on job to demo this line and Chandler sub",2,0.02,52.42000000000051
"Weather, excluding lightning - PSO notified.  DCC notified.  No load on this line.  Weather in the area.",2,0.02,52.440000000000516
Foreign Interference - Car hit pole at 10th St and Sterling.   Causing a unit trip at Mustang.  Meridian MOS 134 opened up and sectionalized and closed back on Meridian T116 Picking up Bank 3 at Meridian.,2,0.02,52.46000000000052
Human Error - Technicians testing relays.    Update as of 4/26/22:  The contractor (Power Engineering) relay technicians failed to return test switches to proper position causing this mis-operation. 52D was unable to be closed due to the test switches in the incorrect position.  Issue has been resolved and 52D closed 4/26/22 at 0948.  Wade Alley submitting to Intelex.,2,0.02,52.48000000000052
"Failed AC Circuit Equipment - Clear weather UPDATE: Report of bad static wire between Cottonwood Creek and Liberty Lake, switched out and repaired per S0811.     NOTE: After that work was complete, Scott Holt noticed a dead snake hanging from the conductor near an insulator, that was probably the cause of some previous trips.",2,0.02,52.500000000000526
Lightning - Wether in area.  No DTF,2,0.02,52.52000000000053
"Failed Protection System Equipment - Weather in Area, AES RTU down during distb.  Plant reported targets of undervoltage relay, FT Smith/Musk 345KV line operated once approx during same time frame.  No other breakers  operated at SWEP or Bonanza.",2,0.02,52.54000000000053
"Weather, excluding lightning - Strong thunder storms",2,0.02,52.560000000000535
Unknown - weather in the area,2,0.02,52.58000000000054
Lightning - Sever weather in the area,2,0.02,52.60000000000054
Unknown - Severe Weather in Area,2,0.02,52.620000000000545
"Failed Protection System Equipment - Misoperation from fault on the SW 5th Street 138kV Bus #2 106, 107, T115 - Disturbance ID 9547",2,0.02,52.64000000000055
"Lightning - Three Sands 13 and Chikaskia 11 did not show to operate, however loss of comm at Chikaskia at time of operation. Severe weather in the area. Notified DCC of disturbance. Once comms were back in service it showed that Chikaskia 12 operated, this was entered  on a separate disturbance. Unknown if any load was lost on this three terminal line.",2,0.02,52.66000000000055
Unknown - Weather and lightning in area.,2,0.02,52.680000000000554
Other - 38th Street PCB 4 and PCB T15 open and on manual,2,0.02,52.70000000000056
Unknown - Unknown at this time,2,0.02,52.72000000000056
Contamination - Weather in Area no DTF    Wildlife Contamination,2,0.02,52.74000000000056
"Failed Protection System Equipment - Misoperation from fault on the SW 5th Street 138kV Bus #2 106, 107, T115 - Disturbance ID 9546",2,0.02,52.760000000000566
Lightning - Severe weather in the area. Notified DCC. Roland Rd 8 switched out per S1109.    Ker mcgee no longer in service,2,0.02,52.78000000000057
Failed AC Circuit Equipment - Arcadia 181 A Phase Bushing 2 (Transformer 2 and PCB 101 side) exploded,2,0.02,52.80000000000057
Human Error - Hobby Lobby  138 KV T115 OS for Maintenance.  Distribution Breaker 5062 Tripped.,2,0.02,52.820000000000576
Other - City of Stillwater was working in their sub and tripped our breaker 107 at Kinzie. Breaker automatically closed after Stillwater fixed their side.,2,0.02,52.84000000000058
Underground cable fault on collector system.,2,0.02,52.86000000000058
Fire - Fire on one of switches at OMPA City of Blackwel,2,0.02,52.880000000000585
Unknown - WFEC indicated that WFEC Dover may have had an problem on their end that may have caused Hennessey 106 to trip.,2,0.02,52.90000000000059
Unknown - Storms in area. WFEC sectionalized and we closed back by scada.,1,0.01,52.910000000000586
Failed AC Circuit Equipment - Broken Crossarm at 3901 S Sunnylane rd caused trip. Caused a misop at Penn and SW 5th. ID #9656,1,0.01,52.920000000000584
Unknown - Park Lane 9 & Ahloso T15 did not show they tripped.,1,0.01,52.93000000000058
Unknown - Loads never lost power due to WFEC Mooreland and Imo neither operating. FIS 121 at Cleo Corner operated as well.,1,0.01,52.94000000000058
Foreign Interference - Northwest Power distribution line came in contact with 138KV trans causing operations.,1,0.01,52.95000000000058
"Unknown - Due to communication failure at Park Lane no operation was indicated.  Lula 11 did not indicate reclose through relay operation, RTU was poled which changed the indication of Lula PCB 11 from open to close.",1,0.01,52.960000000000576
Lightning - Storms in area. Tangier Tap/Cedar Grace Tap was open due to previous storm damage so Woodward Nitrogen 7 did not see fault. Used Scada times.,1,0.01,52.970000000000574
"Unknown - Notified DCC, WFEC and OMPA. Cause unknown.  121 and 107 opened, 107 tried line and tripped back open, 132 opened, 107 and 121 closed back  WFEC Mooreland to Glass Mountain energized at 0513. Requesting aerial patrol of Cleo Corner/Glass Mountain",1,0.01,52.98000000000057
Other - relay settings caused Mustang 103 and 181 to operate for bus fault at SW 5th on disturbance #9621,1,0.01,52.99000000000057
Unknown - Loads never went out of power because WFEC Mooreland and Imo both did not operate. FIS 121 operated as well,1,0.01,53.00000000000057
Other - Muskogee Unit 6 tripped offline during testing due to boiler issues. Unit was not committed in the market.,1,0.01,53.010000000000566
Other - SPS operated. Centennial 107 already open because of previous operation,1,0.01,53.020000000000564
Failed AC Circuit Equipment - broken crossarm and c phase on the ground,1,0.01,53.03000000000056
Unknown - At 16:15 on 08/26/2014 Location: Woodward District / Woodward Nitrogen 69kV line section Locked open due to a persistent fault.   No weather in the area. Personnel dispatched to investigate the outage. Reports of poles down between Cedar Ave & Tangier Tap 69kV line section. Load off at Tangier and Cedar Ave. Case study indicates no reliability issues associated with this outage. SPP RC & DCC has been notified and Outage entered in Crow #50657 and in the OPS Log. See disturbance #9353. Unknown return time or date.,1,0.01,53.04000000000056
Failed AC Circuit Equipment - Jason Thomas reports that one of the padmount transfomers failed on CCT 2.,1,0.01,53.05000000000056
Foreign Interference - Northwest Power distribution line contacting 138KV trans causing operations,1,0.01,53.06000000000056
"Unknown - Sooner PCB 101 and 181 did not close back. It was reported that a grass fire travelled under the 138KV line near the Morrision Tap. High flames and thick smoke caused flashing of the phases as reported by the land owner. Once the fire passed, The line was tried again and it held.",1,0.01,53.070000000000555
Failed AC Circuit Equipment - B 4160 volt Bus became overloaded and tripped while loading A Forced Draft Fan.,1,0.01,53.08000000000055
Human Error - Crew working on Helberg PCB 8 tripped Helberg 11 two times,1,0.01,53.09000000000055
"Unknown - Broken crossarm on Sage/Sunnylane line, disturbance id 9657, caused missop.",1,0.01,53.10000000000055
Foreign Interference - Northwest Electric distribution line getting into 138KV Transmission causing operations,1,0.01,53.11000000000055
"Unknown - Hot line hold was in place during trip so breakers did not reclose. Cleo Corner 107 and 121 tripped at same time.   DTF showed 4.4 miles from Woodward Dist. Field personnel did not see any problems in this region of the line (looked each way several miles, was at night time). Windfarm SS DTF was 8 miles, so same area.",1,0.01,53.120000000000545
Lightning - Westoaks motors T126 and 138 operated in an attempt to sectionalize and isolate the problem.  Failure to sectionalize was due to relay failure on Westoaks T115.,1,0.01,53.13000000000054
"Weather, excluding lightning - WFEC believes the outage cause is at their Cherokee Sub, no one called out for OGE.",1,0.01,53.14000000000054
"Other - The fault is a floating phase on the WFEC end of the line. WFEC is aware of the problem and are in the process of switching the affected line out of service.,",1,0.01,53.15000000000054
Lightning - PSO feeding the subs.  Fixico is out of service on switching fron Fixico to Fixico tap,1,0.01,53.16000000000054
Other - No know cause for this operation at this time. Currently no communication at Park Place substation,1,0.01,53.170000000000535
Unknown - WFEC confirms trip and reclose.,1,0.01,53.18000000000053
Unknown - Loads never went out of power because WFEC Mooreland and Imo did not operate. FIS 121 operated as well,1,0.01,53.19000000000053
"Unknown - Tripped at same time as Winfarm SS/Woodward Dist, possible misop",1,0.01,53.20000000000053
"Unknown - Cleo Corner 109 and 121 operated at the same time. WFEC Mooreland 662 did not operate.  Breakers were on Supv for HLH so did not auto reclose.  DTF showed 4.4 miles from Woodward Dist. Field personnel did not see any problems in this region of the line (looked each way several miles, was at night time).  DTF showed 8 miles form Windfarm SS, which is same area Woodward Dist showed.",1,0.01,53.21000000000053
"Failed AC Circuit Equipment - Jumpers burnt at WFEC Woodward, scada went down at Woodward Dist so we couldn't see the operations.",1,0.01,53.220000000000525
Failed AC Substation Equipment - reports that the fault was on the underground circuit for a loss of 22.5MW capacity,1,0.01,53.23000000000052
Unknown - Unknown at this time. Associated with misop 9378,1,0.01,53.24000000000052
Other - Loss of boiler will not return immediately,1,0.01,53.25000000000052
Other - Cause of operation is not known at this time. Communications are currently down at Park Place substation.,1,0.01,53.26000000000052
Power System Condition - Plant SS indicated valve test being conducted that tripped off the unit.,1,0.01,53.270000000000515
Unknown - locked out,1,0.01,53.28000000000051
"Weather, excluding lightning - Etowah 33 Normally Open.",1,0.01,53.29000000000051
Unknown - Storms,1,0.01,53.30000000000051
Unknown - Operated at the same time as the 345 kV Northwest Bus #2,1,0.01,53.31000000000051
Lightning - Attempted to reclose under the instructions of SWEP SO. SWEP will fly their line and clear this out.  Branch 101 no longer exists per Danny Sewell (6-29-2016).,1,0.01,53.320000000000505
